LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
4BG0DBMCJ9,58.0,99157.0,167784.0,749.0,117.0,2.0,20.15,60.0,0.15,High School,Self-employed,Married,No,Yes,Auto,Yes,1.0
5FLLJ9MA24,58.0,99787.0,144128.0,823.0,43.0,4.0,24.02,36.0,0.56,PhD,Part-time,Divorced,Yes,No,Auto,No,0.0
FP5P2CTWVE,24.0,107663.0,17237.0,473.0,71.0,2.0,22.92,48.0,0.43,PhD,Self-employed,Divorced,Yes,No,Auto,No,1.0
EHUKHO84NO,62.0,93234.0,43469.0,616.0,108.0,2.0,6.31,60.0,0.81,Bachelor's,Part-time,Divorced,Yes,Yes,Home,Yes,0.0
U4ULZS7KWU,69.0,148227.0,52860.0,676.0,112.0,3.0,3.29,60.0,0.42,PhD,Self-employed,Single,No,Yes,Other,No,0.0
5QQMWYVS29,18.0,74252.0,165582.0,847.0,70.0,3.0,17.63,48.0,0.59,Master's,Full-time,Single,Yes,Yes,Other,No,1.0
H07QFAT5WO,37.0,71068.0,88990.0,669.0,33.0,1.0,2.24,24.0,0.5,High School,Full-time,Divorced,Yes,Yes,Home,No,0.0
3TNPUM9KIK,36.0,101388.0,219183.0,493.0,65.0,1.0,13.85,48.0,0.56,PhD,Full-time,Divorced,Yes,No,Education,No,0.0
BBWXE56AL2,33.0,73704.0,214526.0,811.0,6.0,3.0,21.18,36.0,0.53,PhD,Part-time,Single,Yes,No,Business,Yes,0.0
X7PX4KY8KZ,41.0,132067.0,5476.0,652.0,5.0,1.0,2.12,12.0,0.12,Bachelor's,Unemployed,Married,No,No,Auto,No,1.0
X3G49KIKFH,41.0,61797.0,6310.0,528.0,45.0,3.0,5.44,24.0,0.65,High School,Part-time,Single,No,No,Home,Yes,0.0
PQ43DP9659,69.0,109192.0,151262.0,311.0,66.0,4.0,24.82,24.0,0.4,Bachelor's,Part-time,Married,Yes,Yes,Education,Yes,0.0
WHXC9C57C4,69.0,25152.0,72290.0,516.0,68.0,3.0,15.09,36.0,0.9,High School,Unemployed,Divorced,No,No,Auto,Yes,1.0
XPAMRPEA56,22.0,112231.0,226948.0,317.0,42.0,3.0,23.11,60.0,0.12,High School,Unemployed,Married,No,Yes,Auto,Yes,1.0
NOQCXO0GTZ,64.0,127665.0,178133.0,798.0,30.0,3.0,2.82,48.0,0.35,Master's,Self-employed,Single,Yes,Yes,Other,Yes,0.0
OBDRBX2RRM,23.0,143613.0,231302.0,446.0,81.0,2.0,5.32,48.0,0.53,Bachelor's,Part-time,Single,No,Yes,Other,Yes,0.0
PRJM726VEF,65.0,91102.0,229522.0,454.0,51.0,4.0,12.02,48.0,0.11,Bachelor's,Full-time,Married,No,Yes,Home,Yes,0.0
EJMBE0GNLO,37.0,130291.0,124616.0,346.0,41.0,4.0,17.8,36.0,0.57,Bachelor's,Self-employed,Divorced,No,Yes,Business,Yes,0.0
8J6VC0CW0S,18.0,98761.0,103242.0,764.0,69.0,4.0,11.75,24.0,0.15,Master's,Full-time,Single,No,Yes,Business,Yes,0.0
3D3XXAKN6I,33.0,81398.0,228715.0,802.0,20.0,2.0,9.22,12.0,0.15,High School,Self-employed,Married,No,Yes,Auto,No,0.0
0LPDD1AKDV,69.0,73997.0,228834.0,401.0,14.0,1.0,21.09,36.0,0.2,Master's,Part-time,Married,No,Yes,Auto,Yes,1.0
2D7B2BJBFS,63.0,122555.0,68742.0,606.0,51.0,2.0,13.01,48.0,0.68,High School,Part-time,Married,No,No,Home,No,0.0
ROLM54Z8VB,52.0,82510.0,164611.0,457.0,74.0,4.0,6.09,60.0,0.34,High School,Unemployed,Single,Yes,No,Education,Yes,0.0
KVQMK0LTJX,30.0,44793.0,121105.0,784.0,92.0,4.0,21.65,24.0,0.87,PhD,Unemployed,Divorced,Yes,Yes,Education,Yes,0.0
57R30MCHH4,34.0,57001.0,208879.0,848.0,38.0,4.0,10.87,48.0,0.26,High School,Full-time,Single,No,Yes,Home,No,0.0
UJ7EQ3GWC2,64.0,101996.0,76770.0,457.0,96.0,3.0,11.26,24.0,0.57,High School,Part-time,Divorced,No,Yes,Home,No,0.0
E9Y9O3M6JB,30.0,91015.0,130698.0,539.0,38.0,1.0,23.56,24.0,0.54,Bachelor's,Unemployed,Married,No,No,Auto,No,0.0
0NN3VIGR51,56.0,90003.0,233019.0,573.0,114.0,3.0,3.12,36.0,0.56,Bachelor's,Unemployed,Single,No,No,Auto,No,0.0
BPGZ2AO88R,63.0,21294.0,36745.0,498.0,73.0,4.0,9.22,12.0,0.82,PhD,Self-employed,Single,Yes,Yes,Other,No,0.0
P7I8TT2EJY,65.0,47286.0,44931.0,838.0,9.0,3.0,10.05,60.0,0.29,Master's,Part-time,Married,Yes,No,Home,Yes,0.0
T85OD1ZTO9,64.0,142399.0,105790.0,824.0,57.0,2.0,3.34,24.0,0.2,High School,Self-employed,Single,No,No,Auto,No,0.0
MQ70JA0R65,69.0,61682.0,144007.0,534.0,117.0,2.0,2.63,12.0,0.56,Master's,Self-employed,Married,No,Yes,Other,Yes,0.0
MCE8WDZI4Q,60.0,57118.0,138636.0,762.0,44.0,3.0,9.75,12.0,0.15,Bachelor's,Self-employed,Single,No,Yes,Business,No,0.0
DGVOB7G4C2,55.0,73518.0,53548.0,795.0,101.0,4.0,22.92,24.0,0.78,Bachelor's,Unemployed,Married,No,Yes,Auto,Yes,0.0
K1JHJCN3H6,62.0,104773.0,12610.0,466.0,27.0,2.0,11.44,12.0,0.53,PhD,Full-time,Single,Yes,Yes,Auto,No,0.0
4BMO6Y6GUI,52.0,122716.0,167098.0,437.0,60.0,1.0,6.37,60.0,0.28,PhD,Self-employed,Married,No,Yes,Business,Yes,0.0
R13B7LHTM2,50.0,119270.0,69361.0,664.0,94.0,1.0,15.45,24.0,0.12,Master's,Unemployed,Married,Yes,No,Other,No,0.0
UP5J94HLCL,33.0,94014.0,236104.0,521.0,37.0,3.0,6.79,48.0,0.74,High School,Self-employed,Married,No,Yes,Other,No,0.0
P37165O40B,57.0,124155.0,86071.0,411.0,42.0,4.0,8.97,36.0,0.67,High School,Full-time,Single,No,No,Auto,Yes,1.0
ZW55T8AN61,64.0,47746.0,14387.0,600.0,68.0,3.0,11.45,12.0,0.66,PhD,Full-time,Single,No,No,Education,Yes,1.0
M6T5DBET12,41.0,121115.0,128168.0,821.0,63.0,2.0,7.3,24.0,0.7,PhD,Full-time,Divorced,No,No,Auto,No,0.0
2HT6ZGRT60,56.0,103991.0,156605.0,552.0,49.0,3.0,16.76,48.0,0.63,Master's,Unemployed,Divorced,No,No,Other,Yes,1.0
22N3GN29JD,66.0,78358.0,92973.0,624.0,118.0,1.0,23.19,12.0,0.24,PhD,Unemployed,Divorced,Yes,Yes,Home,No,0.0
JG64HN491I,38.0,21237.0,230126.0,617.0,62.0,4.0,13.73,12.0,0.51,PhD,Part-time,Divorced,No,Yes,Auto,Yes,1.0
5191HDZSK1,29.0,96877.0,139632.0,537.0,91.0,1.0,16.08,48.0,0.36,Bachelor's,Self-employed,Single,Yes,No,Education,Yes,0.0
RBKRTMRJRE,65.0,49823.0,46063.0,702.0,36.0,3.0,15.25,24.0,0.2,Bachelor's,Unemployed,Married,No,Yes,Business,No,0.0
UVFGYEKDTH,19.0,29810.0,153286.0,824.0,115.0,4.0,20.07,12.0,0.79,PhD,Part-time,Married,Yes,Yes,Auto,No,1.0
S6M4RNTV9M,57.0,59690.0,56006.0,684.0,96.0,4.0,4.42,48.0,0.19,Bachelor's,Unemployed,Single,No,Yes,Other,Yes,0.0
28X85VX8U0,26.0,19735.0,162941.0,443.0,12.0,1.0,7.78,12.0,0.11,Bachelor's,Unemployed,Married,Yes,Yes,Home,No,1.0
4SVRLS7QNF,45.0,19716.0,145822.0,627.0,11.0,1.0,3.32,48.0,0.11,PhD,Self-employed,Divorced,Yes,No,Education,Yes,0.0
XIUY7HF0M8,27.0,25753.0,115633.0,844.0,110.0,3.0,3.38,12.0,0.2,Master's,Unemployed,Divorced,No,No,Education,No,0.0
8DA6YEGDZE,56.0,128343.0,206276.0,338.0,76.0,3.0,8.13,36.0,0.83,PhD,Full-time,Married,No,Yes,Home,Yes,0.0
WAXVVAWBDS,38.0,126976.0,215592.0,394.0,40.0,1.0,23.28,60.0,0.58,Master's,Part-time,Married,Yes,Yes,Auto,Yes,0.0
TG13HJXO33,62.0,106525.0,231898.0,627.0,12.0,1.0,16.46,24.0,0.49,Master's,Full-time,Married,Yes,Yes,Business,No,0.0
KIKULU4BJP,60.0,20008.0,244159.0,415.0,51.0,1.0,6.57,36.0,0.4,High School,Unemployed,Single,No,No,Other,No,0.0
S21X4RNJPI,61.0,18270.0,247146.0,505.0,39.0,4.0,13.23,12.0,0.41,High School,Part-time,Single,Yes,Yes,Education,No,1.0
1RSBU683JN,48.0,26282.0,217039.0,580.0,76.0,3.0,17.23,36.0,0.46,PhD,Unemployed,Single,No,No,Business,Yes,1.0
G6TCO4PV06,30.0,79501.0,208540.0,370.0,91.0,4.0,4.26,36.0,0.31,Bachelor's,Full-time,Married,Yes,No,Business,No,0.0
F6QW5BWGHD,22.0,24939.0,8992.0,705.0,99.0,3.0,18.95,48.0,0.2,Master's,Unemployed,Married,No,No,Education,No,0.0
HYL5G2OZDD,43.0,22927.0,84508.0,440.0,23.0,4.0,24.16,12.0,0.29,Bachelor's,Self-employed,Single,Yes,No,Education,No,1.0
TAET67LISK,32.0,88818.0,164175.0,336.0,43.0,4.0,23.59,60.0,0.57,PhD,Unemployed,Married,Yes,Yes,Auto,No,1.0
BLPQ90HEJJ,52.0,142898.0,157326.0,740.0,61.0,4.0,19.57,60.0,0.45,PhD,Full-time,Single,No,Yes,Business,No,0.0
2VMSTE5899,53.0,76631.0,152445.0,389.0,117.0,3.0,15.63,12.0,0.49,High School,Full-time,Divorced,No,No,Other,Yes,0.0
5ORY5VKOAS,36.0,96880.0,221699.0,513.0,56.0,3.0,23.62,24.0,0.45,Master's,Self-employed,Divorced,No,No,Business,Yes,0.0
XTBKTJ5ZA3,53.0,50062.0,231298.0,369.0,89.0,1.0,8.99,48.0,0.57,Bachelor's,Unemployed,Divorced,Yes,Yes,Business,Yes,0.0
B8SE8XSVGS,19.0,26880.0,68208.0,421.0,2.0,1.0,22.06,24.0,0.49,Master's,Self-employed,Divorced,No,Yes,Other,No,1.0
PZAARJG27D,45.0,50078.0,172433.0,599.0,105.0,4.0,11.34,24.0,0.15,Master's,Part-time,Single,Yes,No,Education,Yes,0.0
G60QQCZOE5,59.0,18778.0,163180.0,342.0,13.0,4.0,2.64,60.0,0.67,High School,Unemployed,Married,Yes,No,Business,No,1.0
JN1G610MGV,59.0,16917.0,38438.0,838.0,95.0,3.0,7.59,36.0,0.51,High School,Self-employed,Married,Yes,No,Auto,Yes,0.0
WJ3XSB2YUT,53.0,147319.0,95936.0,489.0,116.0,3.0,13.79,36.0,0.72,Master's,Part-time,Single,Yes,No,Home,No,0.0
98ZUUN8HWS,41.0,101490.0,180105.0,765.0,24.0,1.0,3.51,60.0,0.68,Master's,Part-time,Married,No,No,Business,No,1.0
ZBXSGI6362,47.0,16818.0,203982.0,493.0,39.0,2.0,7.4,60.0,0.33,PhD,Self-employed,Divorced,No,Yes,Auto,Yes,1.0
RW6L470LWK,62.0,57416.0,202504.0,353.0,100.0,3.0,3.03,48.0,0.73,PhD,Part-time,Single,Yes,No,Home,Yes,0.0
GRZNFRR06X,68.0,119189.0,221681.0,576.0,44.0,2.0,19.05,48.0,0.14,PhD,Self-employed,Single,Yes,No,Home,Yes,1.0
SFWAWRCM3H,39.0,48692.0,231303.0,473.0,31.0,1.0,21.78,24.0,0.85,PhD,Part-time,Single,Yes,Yes,Business,No,0.0
V4C0V1A74K,69.0,139924.0,107928.0,391.0,40.0,3.0,24.41,36.0,0.27,Master's,Part-time,Divorced,No,No,Education,No,0.0
L0HSLJ44KA,20.0,60081.0,29060.0,344.0,58.0,4.0,2.98,12.0,0.29,Master's,Full-time,Single,Yes,Yes,Education,No,0.0
5RQ8L6SJVD,20.0,82879.0,136689.0,484.0,38.0,1.0,17.56,12.0,0.74,High School,Unemployed,Single,Yes,No,Education,Yes,0.0
UKFEAGAOFJ,57.0,56125.0,157743.0,338.0,9.0,3.0,19.23,36.0,0.46,PhD,Part-time,Married,Yes,Yes,Business,No,0.0
SNVA8ND42A,34.0,16767.0,142608.0,464.0,106.0,2.0,8.79,36.0,0.86,High School,Part-time,Single,Yes,No,Auto,No,1.0
7FKXDTTHI9,18.0,91717.0,84597.0,717.0,32.0,4.0,11.75,60.0,0.33,Bachelor's,Part-time,Single,Yes,Yes,Education,Yes,0.0
FR32IRG6DF,30.0,132408.0,8499.0,505.0,117.0,4.0,10.04,60.0,0.39,Bachelor's,Self-employed,Single,Yes,Yes,Education,Yes,0.0
J0MLWNH7EY,44.0,105886.0,42127.0,807.0,52.0,3.0,20.63,24.0,0.19,PhD,Part-time,Single,No,No,Home,No,0.0
DU1IYYWUE2,25.0,124565.0,154366.0,728.0,60.0,4.0,3.29,24.0,0.46,PhD,Unemployed,Married,No,Yes,Education,Yes,1.0
KN03S5OV35,29.0,42591.0,228262.0,728.0,35.0,2.0,6.72,60.0,0.18,High School,Self-employed,Single,Yes,No,Auto,No,1.0
DS1756W6ZL,38.0,121690.0,244499.0,707.0,117.0,1.0,11.65,12.0,0.52,High School,Unemployed,Divorced,Yes,No,Home,No,0.0
BTALM4JC38,27.0,32944.0,14056.0,614.0,22.0,2.0,20.81,24.0,0.53,High School,Self-employed,Divorced,No,Yes,Home,No,0.0
HG1M4TN1K4,22.0,112433.0,230338.0,389.0,72.0,4.0,2.11,12.0,0.11,Master's,Self-employed,Single,Yes,No,Other,No,0.0
PLP4K6TC37,48.0,23500.0,91162.0,712.0,117.0,2.0,18.02,48.0,0.68,Master's,Unemployed,Divorced,Yes,Yes,Education,Yes,0.0
80T8Y2J1BK,60.0,19684.0,243812.0,699.0,6.0,2.0,9.38,24.0,0.43,Bachelor's,Part-time,Married,Yes,Yes,Auto,Yes,1.0
I53HOLMEFF,49.0,28902.0,173695.0,748.0,44.0,4.0,18.61,60.0,0.11,High School,Unemployed,Married,Yes,No,Education,No,0.0
PIQV9D9XZ1,24.0,94641.0,173946.0,656.0,87.0,3.0,2.29,36.0,0.12,Master's,Self-employed,Single,Yes,No,Other,Yes,0.0
G1ORS623ZT,26.0,112042.0,122531.0,710.0,38.0,1.0,15.27,24.0,0.21,PhD,Full-time,Single,Yes,Yes,Home,Yes,0.0
EM3WQO65G6,31.0,107441.0,242394.0,730.0,47.0,1.0,10.55,12.0,0.19,Master's,Full-time,Single,No,Yes,Other,No,1.0
XPMKJBTGYV,56.0,30900.0,9534.0,685.0,72.0,2.0,16.44,60.0,0.64,PhD,Part-time,Married,No,Yes,Business,Yes,0.0
ZD8M0MUVLA,66.0,124239.0,112972.0,597.0,98.0,3.0,3.3,36.0,0.89,Bachelor's,Self-employed,Single,Yes,No,Other,No,0.0
Z57E8LO0AX,40.0,28362.0,104841.0,441.0,81.0,3.0,21.34,48.0,0.32,High School,Unemployed,Married,No,Yes,Other,Yes,1.0
NQELN364DL,45.0,149482.0,175600.0,809.0,110.0,4.0,2.32,24.0,0.34,PhD,Unemployed,Single,Yes,Yes,Education,Yes,0.0
JN26WZSZNB,63.0,68003.0,202403.0,580.0,18.0,4.0,19.8,12.0,0.74,PhD,Self-employed,Married,Yes,Yes,Auto,Yes,0.0
KHJOW663UW,61.0,137390.0,203436.0,600.0,77.0,4.0,18.9,48.0,0.77,Bachelor's,Part-time,Divorced,Yes,No,Auto,Yes,0.0
XRNQ4H8II0,46.0,16165.0,220455.0,384.0,26.0,1.0,3.35,36.0,0.67,PhD,Part-time,Married,Yes,Yes,Home,Yes,1.0
FPZ5NKKXTS,34.0,69505.0,141716.0,835.0,99.0,2.0,21.18,24.0,0.76,High School,Self-employed,Single,No,No,Auto,Yes,1.0
6M5MB3CJCI,41.0,18344.0,33531.0,328.0,6.0,3.0,18.34,60.0,0.48,PhD,Unemployed,Divorced,Yes,No,Education,No,1.0
M1W3TVSLIF,41.0,60707.0,43742.0,726.0,51.0,3.0,21.67,60.0,0.71,PhD,Self-employed,Married,Yes,Yes,Home,No,0.0
IFAWPOEGA4,67.0,31834.0,240367.0,318.0,52.0,3.0,6.38,60.0,0.13,Bachelor's,Self-employed,Divorced,Yes,Yes,Education,No,0.0
E7SBV6XE8A,24.0,33741.0,58041.0,827.0,3.0,2.0,20.83,48.0,0.23,Master's,Part-time,Married,No,Yes,Other,No,1.0
ZKVYFCUGOJ,52.0,148309.0,111676.0,515.0,78.0,1.0,11.35,60.0,0.39,High School,Unemployed,Divorced,No,Yes,Other,No,0.0
0CRA6ICPMQ,58.0,115555.0,247354.0,677.0,18.0,3.0,10.34,48.0,0.28,PhD,Full-time,Single,Yes,Yes,Other,No,0.0
4OY1VH9NNF,57.0,41237.0,184503.0,842.0,40.0,1.0,16.68,36.0,0.79,Bachelor's,Self-employed,Divorced,No,Yes,Auto,Yes,1.0
LD9WU7GVFX,61.0,89203.0,74086.0,656.0,3.0,1.0,20.25,12.0,0.27,Bachelor's,Unemployed,Married,No,No,Auto,Yes,1.0
Z64OH27Q21,68.0,119082.0,108825.0,601.0,5.0,1.0,13.2,48.0,0.72,Master's,Part-time,Single,No,Yes,Business,No,0.0
2WPHIITYT3,48.0,112642.0,19074.0,797.0,106.0,1.0,15.16,12.0,0.67,Master's,Self-employed,Married,No,Yes,Education,No,0.0
LNNHL1MTXS,34.0,75898.0,212878.0,605.0,20.0,1.0,3.6,24.0,0.34,Bachelor's,Self-employed,Divorced,No,Yes,Home,Yes,0.0
DZ7HHZOHMD,27.0,56083.0,177961.0,628.0,42.0,4.0,3.21,12.0,0.43,Bachelor's,Self-employed,Divorced,No,No,Business,No,1.0
N98YK5ES4O,34.0,56505.0,217441.0,600.0,53.0,1.0,22.22,48.0,0.56,Master's,Unemployed,Single,No,No,Business,No,1.0
NXJK3GNOZ5,60.0,20496.0,27308.0,380.0,7.0,1.0,22.24,48.0,0.62,Bachelor's,Part-time,Single,No,Yes,Home,No,0.0
4IQ3EF1EB0,64.0,147227.0,58493.0,649.0,47.0,1.0,9.92,36.0,0.88,Master's,Full-time,Divorced,Yes,No,Education,Yes,0.0
S83624H0MK,26.0,82900.0,127245.0,477.0,33.0,1.0,15.92,12.0,0.12,Bachelor's,Part-time,Divorced,Yes,No,Other,Yes,1.0
T1PSPKZ5NY,21.0,44435.0,142841.0,390.0,6.0,2.0,14.45,48.0,0.54,Bachelor's,Full-time,Married,Yes,No,Education,Yes,0.0
DDKE8FPTIG,69.0,66356.0,225621.0,741.0,2.0,4.0,11.43,60.0,0.53,High School,Unemployed,Married,No,No,Auto,Yes,0.0
S83X8XOLAT,68.0,141640.0,113840.0,420.0,118.0,2.0,12.31,36.0,0.43,Bachelor's,Full-time,Divorced,No,Yes,Auto,Yes,0.0
P3QCVSFZJR,22.0,140522.0,188439.0,603.0,37.0,3.0,17.81,48.0,0.86,Master's,Full-time,Divorced,Yes,No,Home,Yes,1.0
W7FPIUMO20,38.0,78094.0,137409.0,831.0,56.0,4.0,3.85,48.0,0.64,PhD,Self-employed,Married,No,No,Education,No,1.0
9N6UJZ8VYB,22.0,17716.0,159185.0,541.0,29.0,4.0,20.69,60.0,0.29,Bachelor's,Part-time,Divorced,No,Yes,Business,Yes,1.0
BCWVN9XTXV,32.0,18218.0,159358.0,347.0,49.0,2.0,6.18,60.0,0.14,High School,Full-time,Divorced,No,Yes,Other,No,0.0
5MFT1J24H6,24.0,29748.0,112155.0,489.0,52.0,1.0,13.89,36.0,0.36,Bachelor's,Full-time,Single,No,Yes,Business,No,0.0
TRY5HKKTFK,42.0,138205.0,249813.0,845.0,52.0,4.0,2.42,36.0,0.49,Master's,Unemployed,Single,Yes,Yes,Auto,No,0.0
WPXFQ57XG0,38.0,77283.0,166108.0,382.0,19.0,1.0,5.94,24.0,0.87,Bachelor's,Full-time,Married,No,No,Business,No,0.0
AKTY9AUJGJ,57.0,22978.0,193897.0,578.0,102.0,2.0,8.5,48.0,0.41,PhD,Part-time,Married,No,Yes,Home,No,1.0
WKT923KFAN,67.0,105242.0,157976.0,419.0,38.0,1.0,18.55,36.0,0.84,High School,Unemployed,Single,No,No,Home,No,0.0
B5EQPQUHA8,40.0,116620.0,234270.0,507.0,9.0,2.0,12.24,60.0,0.73,Master's,Self-employed,Single,Yes,Yes,Education,No,0.0
5S4TSYWQQY,35.0,138630.0,107845.0,844.0,23.0,1.0,20.5,12.0,0.86,PhD,Unemployed,Divorced,Yes,Yes,Other,Yes,0.0
WC8PUL1LVF,31.0,24595.0,247871.0,626.0,48.0,1.0,21.9,48.0,0.21,Master's,Part-time,Divorced,No,No,Other,No,1.0
MRFT3SPBWQ,53.0,135946.0,26788.0,782.0,51.0,2.0,15.81,60.0,0.53,PhD,Part-time,Married,No,Yes,Auto,No,0.0
R6HJUEK1FE,39.0,88656.0,87715.0,586.0,101.0,3.0,8.77,48.0,0.57,Bachelor's,Part-time,Married,Yes,Yes,Home,Yes,0.0
UOF1D9LIG4,47.0,137180.0,245717.0,410.0,69.0,1.0,24.44,48.0,0.33,PhD,Full-time,Divorced,Yes,Yes,Home,No,0.0
0VKPMYT6BN,46.0,17350.0,172795.0,795.0,43.0,4.0,5.55,60.0,0.78,Bachelor's,Part-time,Married,No,No,Business,No,1.0
7PO73XB0RD,21.0,48045.0,97268.0,795.0,82.0,2.0,12.05,48.0,0.71,Master's,Full-time,Married,Yes,No,Other,Yes,0.0
TR6Q8XFB6Z,60.0,68463.0,229530.0,712.0,0.0,2.0,21.16,48.0,0.6,Master's,Self-employed,Married,Yes,Yes,Home,No,0.0
V23YLAW5BO,59.0,124042.0,231014.0,709.0,68.0,1.0,11.9,60.0,0.84,Bachelor's,Part-time,Divorced,No,Yes,Other,Yes,0.0
ALSKTX9R66,38.0,75116.0,239132.0,335.0,96.0,3.0,9.79,60.0,0.44,PhD,Unemployed,Married,No,Yes,Education,No,0.0
S5EDU6UAJS,21.0,37233.0,38829.0,471.0,98.0,3.0,22.37,36.0,0.11,PhD,Part-time,Married,No,Yes,Education,Yes,1.0
D6EH1UPKDK,59.0,78402.0,242954.0,824.0,45.0,1.0,2.12,24.0,0.47,Master's,Full-time,Divorced,Yes,No,Business,Yes,0.0
PQ29G6416D,24.0,137928.0,93755.0,398.0,34.0,1.0,23.68,60.0,0.75,PhD,Part-time,Divorced,Yes,Yes,Home,Yes,1.0
4D4J63DWA2,37.0,139222.0,247648.0,544.0,110.0,3.0,13.32,60.0,0.73,PhD,Unemployed,Divorced,Yes,Yes,Business,No,0.0
GI00UTG34F,52.0,62860.0,187005.0,524.0,34.0,3.0,22.7,12.0,0.15,Bachelor's,Self-employed,Married,Yes,No,Home,Yes,0.0
O1NFSSVSYG,58.0,33297.0,182050.0,847.0,111.0,3.0,9.93,48.0,0.79,Bachelor's,Unemployed,Single,Yes,Yes,Business,No,0.0
ZK88KFG740,25.0,74398.0,89381.0,467.0,119.0,3.0,11.86,36.0,0.21,Master's,Unemployed,Divorced,Yes,No,Education,No,0.0
D3B3VIVUC5,41.0,44957.0,160125.0,769.0,58.0,3.0,17.13,36.0,0.22,Bachelor's,Full-time,Divorced,Yes,No,Auto,No,1.0
IAHKQONY8S,27.0,148281.0,27522.0,532.0,10.0,4.0,15.38,36.0,0.4,High School,Unemployed,Single,Yes,Yes,Home,No,1.0
G9O4WH0MG8,22.0,107201.0,249427.0,750.0,34.0,1.0,22.26,36.0,0.72,Master's,Part-time,Single,No,Yes,Home,No,1.0
1QRYE4P2KO,33.0,148012.0,212294.0,806.0,119.0,1.0,18.69,12.0,0.34,PhD,Unemployed,Married,Yes,Yes,Auto,Yes,0.0
1PJZ2P12J7,32.0,76179.0,158132.0,624.0,34.0,4.0,12.7,60.0,0.6,PhD,Full-time,Divorced,No,No,Education,No,1.0
RRQY9MHZKU,32.0,104059.0,197779.0,437.0,60.0,3.0,16.09,48.0,0.25,Master's,Unemployed,Single,Yes,Yes,Home,Yes,1.0
ZFXQW4WXDV,21.0,106422.0,248413.0,844.0,60.0,1.0,20.78,48.0,0.73,Bachelor's,Part-time,Single,No,Yes,Business,Yes,0.0
PY7EAFGOZJ,35.0,108276.0,55372.0,735.0,66.0,1.0,17.18,12.0,0.5,High School,Self-employed,Divorced,No,No,Education,No,0.0
BJA0MII6GN,35.0,59227.0,37470.0,478.0,113.0,1.0,23.85,36.0,0.25,Master's,Part-time,Divorced,Yes,Yes,Auto,No,1.0
GQE71OCRKF,42.0,36778.0,32829.0,407.0,70.0,1.0,24.39,48.0,0.14,High School,Full-time,Divorced,No,Yes,Home,No,1.0
7GYHPWFVF8,58.0,28272.0,137185.0,376.0,82.0,4.0,22.08,24.0,0.68,Bachelor's,Self-employed,Divorced,No,Yes,Home,Yes,0.0
9D42QDNN66,21.0,18145.0,220382.0,581.0,70.0,2.0,15.2,36.0,0.13,Bachelor's,Part-time,Single,Yes,Yes,Education,No,1.0
K5FI66V5C3,33.0,128101.0,224792.0,744.0,15.0,1.0,19.98,36.0,0.59,Master's,Part-time,Divorced,Yes,No,Education,Yes,1.0
XQCRZSATN6,43.0,124621.0,236280.0,431.0,57.0,1.0,9.36,60.0,0.52,High School,Part-time,Divorced,Yes,No,Education,Yes,0.0
BOMBU0NCH4,40.0,37466.0,177599.0,668.0,42.0,3.0,15.69,24.0,0.22,Bachelor's,Full-time,Single,Yes,Yes,Education,Yes,0.0
9WLJP8RRGA,62.0,127313.0,226694.0,549.0,80.0,1.0,4.47,48.0,0.89,PhD,Full-time,Divorced,Yes,No,Business,No,0.0
ALGECD23FV,61.0,126506.0,217356.0,668.0,115.0,1.0,10.84,36.0,0.2,High School,Self-employed,Divorced,No,Yes,Auto,Yes,1.0
81D6ATD43T,68.0,109428.0,33148.0,491.0,47.0,4.0,16.37,60.0,0.18,Bachelor's,Self-employed,Divorced,No,Yes,Home,No,0.0
JNFLZQ3HFJ,22.0,115719.0,123465.0,763.0,64.0,1.0,21.25,60.0,0.23,Bachelor's,Full-time,Divorced,Yes,Yes,Other,No,0.0
J7PN9LDA3N,57.0,76635.0,156763.0,389.0,56.0,2.0,17.34,36.0,0.34,PhD,Full-time,Married,No,Yes,Education,No,0.0
T7I6G1DW3S,48.0,50517.0,237933.0,782.0,39.0,4.0,24.64,24.0,0.77,High School,Full-time,Married,Yes,No,Auto,No,1.0
PBBQ0ESV8S,33.0,105293.0,240333.0,418.0,46.0,1.0,3.31,12.0,0.39,Master's,Full-time,Married,Yes,No,Other,No,1.0
XHXPALDPC6,68.0,147820.0,223285.0,505.0,110.0,4.0,22.49,36.0,0.38,Master's,Unemployed,Single,Yes,No,Business,Yes,0.0
Y7D8OCEVBC,39.0,138077.0,56366.0,422.0,89.0,3.0,17.32,24.0,0.22,High School,Unemployed,Divorced,No,Yes,Education,No,1.0
OIL6PM94L4,53.0,139447.0,136020.0,717.0,72.0,1.0,7.49,24.0,0.58,High School,Full-time,Single,No,No,Home,No,0.0
M0FG9QZ394,38.0,137386.0,74537.0,363.0,7.0,3.0,17.28,24.0,0.22,Master's,Full-time,Divorced,No,No,Auto,No,0.0
48A9ZQFW3J,62.0,91292.0,48656.0,785.0,31.0,3.0,13.84,12.0,0.39,Bachelor's,Self-employed,Divorced,Yes,Yes,Other,Yes,0.0
Q5I800VUDV,63.0,131581.0,145033.0,621.0,82.0,2.0,14.31,24.0,0.48,Bachelor's,Part-time,Single,Yes,Yes,Business,No,0.0
